,
Date,Close
1/2/19, $32.48 
1/3/19, $30.06 
1/4/19, $32.04 
1/7/19, $32.95 
1/8/19, $32.42 
1/9/19, $33.42 
1/10/19, $32.04 
1/11/19, $31.80 
1/14/19, $31.71 
1/15/19, $32.10 
1/16/19, $32.84 
1/17/19, $33.58 
1/18/19, $33.97 
1/22/19, $32.74 
1/23/19, $31.65 
1/24/19, $33.66 
1/25/19, $34.98 
1/28/19, $36.57 
1/29/19, $36.29 
1/30/19, $36.34 
1/31/19, $35.77 
2/1/19, $36.11 
2/4/19, $36.78 
2/5/19, $36.93 
2/6/19, $36.76 
2/7/19, $36.17 
2/8/19, $36.00 
2/11/19, $36.59 
2/12/19, $35.75 
2/13/19, $36.21 
2/14/19, $36.11 
2/15/19, $35.05 
2/19/19, $35.47 
2/20/19, $35.06 
2/21/19, $34.98 
2/22/19, $35.49 
2/25/19, $35.90 
2/26/19, $36.25 
2/27/19, $35.69 
2/28/19, $35.63 
3/1/19, $34.64 
3/4/19, $33.72 
3/5/19, $33.23 
3/6/19, $32.76 
3/7/19, $32.22 
3/8/19, $31.91 
3/11/19, $32.05 
3/12/19, $30.92 
3/13/19, $31.84 
3/14/19, $32.13 
3/15/19, $31.43 
3/18/19, $31.38 
3/19/19, $31.59 
3/20/19, $30.96 
3/21/19, $31.45 
3/22/19, $30.57 
3/25/19, $30.21 
3/26/19, $30.21 
3/27/19, $30.94 
3/28/19, $30.90 
3/29/19, $31.76 
4/1/19, $32.35 
4/2/19, $32.99 
4/3/19, $33.71 
4/4/19, $33.93 
4/5/19, $34.06 
4/8/19, $33.88 
4/9/19, $33.31 
4/10/19, $34.02 
4/11/19, $34.81 
4/12/19, $34.69 
4/15/19, $33.75 
4/16/19, $34.03 
4/17/19, $34.38 
4/18/19, $34.37 
4/22/19, $33.48 
4/23/19, $33.97 
4/24/19, $33.99 
4/25/19, $33.41 
4/26/19, $33.06 
4/29/19, $33.77 
4/30/19, $34.18 
5/1/19, $33.91 
5/2/19, $33.95 
5/3/19, $34.79 
5/6/19, $34.75 
5/7/19, $33.91 
5/8/19, $33.75 
5/9/19, $33.95 
5/10/19, $33.99 
5/13/19, $32.14 
5/14/19, $32.34 
5/15/19, $32.16 
5/16/19, $32.32 
5/17/19, $31.74 
5/20/19, $30.96 
5/21/19, $31.30 
5/22/19, $29.92 
5/23/19, $29.50 
5/24/19, $29.17 
5/28/19, $28.73 
5/29/19, $28.41 
5/30/19, $28.17 
5/31/19, $27.23 
6/3/19, $27.20 
6/4/19, $29.12 
6/5/19, $30.36 
6/6/19, $30.38 
6/7/19, $30.92 
6/10/19, $30.76 
6/11/19, $30.58 
6/12/19, $31.10 
6/13/19, $33.09 
6/14/19, $32.68 
6/17/19, $32.56 
6/18/19, $32.52 
6/19/19, $33.21 
6/20/19, $32.15 
6/21/19, $31.57 
6/24/19, $31.82 
6/25/19, $31.26 
6/26/19, $31.46 
6/27/19, $32.15 
6/28/19, $32.61 
7/1/19, $32.88 
7/2/19, $32.19 
7/3/19, $32.72 
7/5/19, $32.46 
7/8/19, $32.79 
7/9/19, $32.36 
7/10/19, $32.94 
7/11/19, $33.03 
7/12/19, $33.78 
7/15/19, $33.61 
7/16/19, $34.22 
7/17/19, $33.26 
7/18/19, $33.74 
7/19/19, $33.08 
7/22/19, $32.90 
7/23/19, $33.73 
7/24/19, $34.59 
7/25/19, $31.67 
7/26/19, $31.24 
7/29/19, $30.74 
7/30/19, $30.71 
7/31/19, $30.51 
8/1/19, $29.84 
8/2/19, $29.45 
8/5/19, $28.53 
8/6/19, $28.36 
8/7/19, $28.63 
8/8/19, $29.08 
8/9/19, $28.78 
8/12/19, $27.64 
8/13/19, $27.51 
8/14/19, $26.10 
8/15/19, $25.41 
8/16/19, $25.79 
8/19/19, $26.10 
8/20/19, $25.83 
8/21/19, $26.42 
8/22/19, $26.53 
8/23/19, $25.42 
8/26/19, $25.19 
8/27/19, $24.45 
8/28/19, $25.33 
8/29/19, $26.32 
8/30/19, $26.31 
9/3/19, $26.51 
9/4/19, $27.00 
9/5/19, $27.69 
9/6/19, $27.79 
9/9/19, $28.44 
9/10/19, $29.12 
9/11/19, $29.76 
9/12/19, $29.94 
9/13/19, $29.95 
9/16/19, $27.77 
9/17/19, $28.64 
9/18/19, $28.60 
9/19/19, $28.30 
9/20/19, $27.99 
9/23/19, $27.50 
9/24/19, $27.00 
9/25/19, $27.44 
9/26/19, $27.19 
9/27/19, $27.01 
9/30/19, $26.97 
10/1/19, $26.80 
10/2/19, $25.37 
10/3/19, $25.27 
10/4/19, $25.83 
10/7/19, $25.83 
10/8/19, $26.26 
10/9/19, $27.07 
10/10/19, $27.18 
10/11/19, $27.36 
10/14/19, $27.62 
10/15/19, $28.27 
10/16/19, $28.05 
10/17/19, $27.93 
10/18/19, $28.22 
10/21/19, $28.62 
10/22/19, $28.26 
10/23/19, $28.29 
10/24/19, $29.41 
10/25/19, $30.86 
10/28/19, $31.36 
10/29/19, $30.92 
10/30/19, $30.29 
10/31/19, $30.06 
11/1/19, $30.56 
11/4/19, $30.95 
11/5/19, $31.18 
11/6/19, $30.96 
11/7/19, $30.89 
11/8/19, $30.76 
11/11/19, $30.59 
11/12/19, $29.52 
11/13/19, $28.66 
11/14/19, $28.77 
11/15/19, $28.86 
11/18/19, $28.60 
11/19/19, $29.29 
11/20/19, $28.23 
11/21/19, $27.93 
11/22/19, $28.68 
11/25/19, $28.99 
11/26/19, $29.05 
11/27/19, $28.95 
11/29/19, $28.74 
12/2/19, $28.08 
12/3/19, $27.29 
12/4/19, $27.38 
12/5/19, $27.24 
12/6/19, $27.73 
12/9/19, $27.49 
12/10/19, $27.00 
12/11/19, $26.86 
12/12/19, $27.72 
12/13/19, $27.48 
12/16/19, $27.92 
12/17/19, $28.28 
12/18/19, $28.00 
12/19/19, $28.55 
12/20/19, $29.04 
12/23/19, $29.30 
12/24/19, $29.18 
12/26/19, $29.67 
12/27/19, $28.44 
12/30/19, $28.30 
12/31/19, $28.68 
1/2/20, $29.09 
1/3/20, $27.65 
1/6/20, $27.32 
1/7/20, $27.22 
1/8/20, $27.84 
1/9/20, $27.95 
1/10/20, $27.32 
1/13/20, $27.39 
1/14/20, $27.53 
1/15/20, $27.58 
1/16/20, $28.23 
1/17/20, $28.40 
1/21/20, $27.20 
1/22/20, $27.32 
1/23/20, $28.80 
1/24/20, $27.64 
1/27/20, $26.11 
1/28/20, $26.90 
1/29/20, $26.80 
1/30/20, $27.72 
1/31/20, $26.84 
2/3/20, $27.16 
2/4/20, $28.43 
2/5/20, $29.10 
2/6/20, $28.30 
2/7/20, $28.38 
2/10/20, $28.79 
2/11/20, $29.84 
2/12/20, $30.47 
2/13/20, $30.09 
2/14/20, $29.20 
2/18/20, $28.63 
2/19/20, $28.33 
2/20/20, $28.51 
2/21/20, $27.82 
2/24/20, $25.45 
2/25/20, $23.12 
2/26/20, $22.31 
2/27/20, $20.60 
2/28/20, $19.05 
3/2/20, $18.86 
3/3/20, $17.85 
3/4/20, $18.53 
3/5/20, $16.04 
3/6/20, $15.97 
3/9/20, $14.75 
3/10/20, $17.00 
3/11/20, $16.26 
3/12/20, $13.45 
3/13/20, $14.31 
3/16/20, $15.92 
3/17/20, $15.58 
3/18/20, $11.65 
3/19/20, $10.29 
3/20/20, $10.38 
3/23/20, $10.25 
3/24/20, $13.92 
3/25/20, $15.39 
3/26/20, $15.66 
3/27/20, $14.04 
3/30/20, $12.25 
3/31/20, $12.19 
4/1/20, $10.69 
4/2/20, $10.06 
4/3/20, $9.39 
4/6/20, $9.50 
4/7/20, $10.22 
4/8/20, $11.33 
4/9/20, $12.51 
4/13/20, $11.56 
4/14/20, $11.95 
4/15/20, $12.29 
4/16/20, $11.07 
4/17/20, $11.57 
4/20/20, $11.06 
4/21/20, $11.00 
4/22/20, $10.27 
4/23/20, $10.25 
4/24/20, $10.31 
4/27/20, $10.02 
4/28/20, $11.26 
4/29/20, $12.63 
4/30/20, $12.01 
5/1/20, $10.64 
5/4/20, $9.82 
5/5/20, $9.51 
5/6/20, $9.25 
5/7/20, $9.54 
5/8/20, $10.14 
